,account_id,bank_district_id,frequency,acc_open_year,acc_open_month,acc_open_day,LOR,client_id,type,client_district_id,birth_year_x,birth_day_x,gender_x,age,age_group,age_grp_desc,total_credit,total_withdrawal,account_id_trans,trans_id_trans,initial_transaction,latest_transaction,amount_trans,balance_trans,credits,withdrawals,cash_credit,credit_bank_transfer,cash_withdrawal,unknown,remittance_bank_transfer_Withdrawal,credit_card_withdrawal,account_id_order,order_count_order,recipient_bank_count_order,recipient_account_count_order,total_payment_amount_order,total_household_payments_order,total_loan_payments_order, total_insurance_payments_order,total_lease_payments_order,total_unknown_payment_order,district_id_district,district_name_district,region_district,inhabitants_district,municipalities_w_inhabitants_less_then_499_district,municipalities_w_inhabitants_500_1999_district,municipalities_w_inhabitants_2000_9999_district,municipalities_w_inhabitants_grater_then_10k_district,no_of_cities_district,ratio_of_urban_inhabitants_district,average_salary_district,unemployment_rate_95_district,unemployment_rate_96_district,entrepreneurs_per_1000_inhabitants_district,crimes_1995_district,crimes_1996_district,loan_id_loan,date_loan,amount_loan,duration_loan,payments_loan,status_loan,year_loan,month_loan,day_loan,status_desc_loan,loan_issued_in_97,card_id_card,type_card,issued_card,issued_year_card,issued_month_card,issued_day_card,card_issued_in_97,gender_y
357,6897,48,MONTHLY FEE,1993,4,23,3,8327,OWNER,48,1945,31,F,51,50,adult,132904.0,198015.4,6897,386,1993-04-23,1998-12-31,2581996.55,93830.1,168,0,1161133.0,0.0,1402504.9,18358.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655.0,1717,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
358,4377,28,MONTHLY FEE,1993,4,24,3,5275,OWNER,28,1950,21,M,46,40,adult,75459.8,188207.4,4377,360,1993-04-24,1998-12-31,2609921.4,57008.4,158,0,1139038.0,0.0,1429869.15,13114.25,0.0,27900.0,4377.0,1.0,1.0,1.0,4788.3,0.0,0.0,0.0,4788.3,0.0,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580.0,1525,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,778.0,classic,1995-01-02 00:00:00,1995.0,1.0,2.0,0.0,M
359,717,75,MONTHLY FEE,1993,4,24,3,859,OWNER,1,1968,29,F,28,20,young adult,165608.8,255567.4,717,391,1993-04-24,1998-12-31,2334229.0,24374.9,139,0,927600.0,0.0,931080.8500000001,12205.15,413343.0,50000.0,717.0,1.0,1.0,1.0,6561.0,6561.0,0.0,0.0,0.0,0.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,150.0,classic,1996-03-30 00:00:00,1996.0,3.0,30.0,0.0,F
360,9707,70,MONTHLY FEE,1993,4,24,3,11947,OWNER,70,1964,29,M,32,30,young adult,277816.85,406727.4,9707,483,1993-04-24,1998-12-31,2964602.45,99872.3,251,0,1355203.0,0.0,1583920.55,25478.9,0.0,0.0,9707.0,1.0,1.0,1.0,3112.1,0.0,0.0,0.0,3112.1,0.0,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
361,2814,72,MONTHLY FEE,1993,4,25,3,3399,OWNER,72,1932,25,M,64,60,senior,55459.9,54999.4,2814,323,1993-04-25,1998-12-31,604874.3,29111.7,133,0,500.0,308992.0,124030.85,5850.45,165501.0,0.0,2814.0,1.0,1.0,1.0,2627.0,2627.0,0.0,0.0,0.0,0.0,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672.0,9208,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
362,3068,59,MONTHLY FEE,1993,4,25,3,3710,OWNER,59,1928,25,M,68,60,senior,75361.7,77911.4,3068,324,1993-04-25,1998-12-31,821870.45,36920.3,133,0,500.0,421124.0,149810.85,6121.6,244314.0,0.0,3068.0,1.0,1.0,1.0,3878.0,3878.0,0.0,0.0,0.0,0.0,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595.0,2305,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
363,1476,61,MONTHLY FEE,1993,4,26,3,1789,OWNER,61,1933,7,F,63,60,senior,77749.25,81679.4,1476,348,1993-04-26,1998-12-31,868530.55,17204.7,134,0,200.0,435948.0,205370.85,5123.7,221888.0,0.0,1476.0,1.0,1.0,1.0,3467.0,3467.0,0.0,0.0,0.0,0.0,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112.0,2059,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
364,897,38,MONTHLY FEE,1993,4,26,3,1080,OWNER,54,1950,6,F,46,40,adult,277964.5,378561.4,897,491,1993-04-26,1998-12-31,3041921.6,71682.5,185,0,1304779.0,0.0,1098310.9,13313.7,603918.0,21600.0,897.0,2.0,2.0,2.0,9586.0,2910.0,0.0,0.0,0.0,6676.0,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721.0,18696,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,183.0,classic,1996-05-08 00:00:00,1996.0,5.0,8.0,0.0,F
365,977,1,MONTHLY FEE,1993,4,26,3,1178,OWNER,1,1971,4,F,25,20,young adult,178372.5,160047.4,977,398,1993-04-26,1998-12-31,1973430.2,99679.7,153,0,989600.0,0.0,538100.85,14431.35,431298.0,0.0,977.0,1.0,1.0,1.0,6846.0,6846.0,0.0,0.0,0.0,0.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
366,2639,17,MONTHLY FEE,1993,4,26,3,3185,OWNER,17,1972,26,F,24,20,young adult,165246.6,291511.4,2639,405,1993-04-26,1998-12-31,2524669.8,61947.4,138,0,926000.0,0.0,1043580.85,11209.95,543879.0,0.0,2639.0,1.0,1.0,1.0,8633.0,8633.0,0.0,0.0,0.0,0.0,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003.0,1181,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
367,1032,11,MONTHLY FEE,1993,4,26,3,1239,OWNER,11,1976,9,F,20,20,young adult,165687.4,399703.4,1032,401,1993-04-26,1998-12-31,3019882.3,99922.0,141,0,13200.0,924800.0,2050652.85,17929.45,0.0,13300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475.0,3529,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,204.0,junior,1996-05-30 00:00:00,1996.0,5.0,30.0,0.0,F
368,928,20,MONTHLY FEE,1993,4,26,3,1117,OWNER,20,1976,1,F,20,20,young adult,113423.2,98107.4,928,404,1993-04-26,1998-12-31,1247302.65,64176.4,179,0,654908.0,0.0,289500.85,10989.8,291904.0,0.0,928.0,1.0,1.0,1.0,4561.0,4561.0,0.0,0.0,0.0,0.0,20,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563.0,1542,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
369,168,31,MONTHLY FEE,1993,4,27,3,203,OWNER,31,1962,10,M,34,30,young adult,37097.95,36511.4,168,329,1993-04-27,1998-12-31,408468.15,15781.7,133,0,500.0,205360.0,69080.85,4695.3,128832.0,0.0,168.0,1.0,1.0,1.0,2013.0,2013.0,0.0,0.0,0.0,0.0,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328.0,1452,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
370,2175,1,MONTHLY FEE,1993,4,27,3,2633,OWNER,1,1967,12,F,29,20,young adult,218810.8,301088.4,2175,401,1993-04-27,1998-12-31,2832488.6,94570.8,171,0,1231298.0,0.0,1587382.75,13807.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
371,10105,55,MONTHLY FEE,1993,4,28,3,12432,OWNER,55,1965,7,M,31,30,young adult,192485.3,272627.4,10105,499,1993-04-28,1998-12-31,3526820.6,72452.6,204,0,1533286.0,0.0,1854202.95,17435.65,121896.0,0.0,10105.0,1.0,1.0,1.0,5079.0,0.0,5079.0,0.0,0.0,0.0,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,7061.0,1994-08-27,121896.0,24.0,5079.0,A,1994,08,27,loan_fully_paid,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
372,1392,60,MONTHLY FEE,1993,4,28,3,1685,OWNER,61,1944,21,F,52,50,adult,165912.6,238779.4,1392,441,1993-04-28,1998-12-31,2372306.0,64968.8,140,0,938600.0,0.0,956080.8500000001,17914.15,459711.0,0.0,1392.0,2.0,2.0,2.0,7297.0,3081.0,0.0,0.0,0.0,4216.0,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112.0,2059,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
373,3697,45,MONTHLY FEE,1993,4,29,3,4458,OWNER,22,1950,23,F,46,40,adult,158758.45,175739.4,3697,432,1993-04-29,1998-12-31,1790054.05,67777.2,140,0,900552.0,0.0,501380.85,8473.2,379648.0,0.0,3697.0,2.0,2.0,2.0,5932.0,300.0,0.0,0.0,0.0,5632.0,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089.0,1117,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
374,5313,40,MONTHLY FEE,1993,4,29,3,6417,OWNER,40,1950,7,M,46,40,adult,160566.5,229870.8,5313,601,1993-04-29,1998-12-31,3172899.9,22567.7,181,0,1356491.0,0.0,1014785.85,12265.45,789357.6,0.0,5313.0,4.0,4.0,4.0,12927.2,5791.0,5011.2,958.0,0.0,1167.0,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949.0,6872,6087.0,1994-02-27,300660.0,60.0,5011.0,C,1994,02,27,timely_payments,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
375,2222,47,MONTHLY FEE,1993,5,1,3,2691,OWNER,47,1964,17,M,32,30,young adult,71210.0,133971.4,2222,343,1993-05-01,1998-12-31,2067092.0,100251.4,149,0,861691.0,0.0,1191345.95,14055.05,0.0,0.0,2222.0,1.0,1.0,1.0,4103.8,0.0,0.0,0.0,4103.8,0.0,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079.0,5410,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
376,2641,7,MONTHLY FEE,1993,5,2,3,3187,OWNER,7,1952,2,M,44,40,adult,166326.4,248027.4,2641,398,1993-05-02,1998-12-31,2296201.6,112332.5,138,0,925800.0,0.0,972880.8500000001,18256.75,328064.0,51200.0,2641.0,1.0,1.0,1.0,5126.0,5126.0,0.0,0.0,0.0,0.0,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289.0,4846,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,499.0,classic,1996-04-03 00:00:00,1996.0,4.0,3.0,0.0,M
377,5423,15,MONTHLY FEE,1993,5,2,3,6546,OWNER,1,1963,22,F,33,30,young adult,259658.6,407754.4,5423,516,1993-05-02,1998-12-31,2727274.5,14005.0,170,0,1130762.0,0.0,759069.65,9680.85,827762.0,0.0,5423.0,4.0,3.0,4.0,14526.0,446.0,0.0,4068.0,1394.0,8618.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
378,2609,73,MONTHLY FEE,1993,5,3,3,3148,OWNER,3,1942,4,M,54,50,adult,132057.5,206698.4,2609,347,1993-05-03,1998-12-31,2263150.35,55569.6,147,0,1001223.0,0.0,1250023.85,11903.5,0.0,0.0,2609.0,1.0,1.0,1.0,4881.9,0.0,0.0,0.0,4881.9,0.0,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824.0,2813,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
379,5472,1,MONTHLY FEE,1993,5,4,3,6604,OWNER,72,1948,26,M,48,40,adult,60925.799999999996,62015.4,5472,331,1993-05-04,1998-12-31,736384.5,6228.0,152,0,370336.0,0.0,360184.7,5863.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672.0,9208,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
380,2932,72,MONTHLY FEE,1993,5,4,3,3540,OWNER,51,1936,4,M,60,60,senior,363200.0,411224.6,2932,655,1993-05-04,1998-12-31,3029827.45,33974.7,179,0,1285383.0,0.0,1397348.75,14045.45,333050.25,0.0,2932.0,5.0,4.0,5.0,8615.3,4920.0,0.0,4.0,3658.3,33.0,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496.0,3839,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
381,4254,70,MONTHLY FEE,1993,5,4,3,5127,OWNER,33,1975,5,F,21,20,young adult,53400.3,68615.4,4254,310,1993-05-04,1998-12-31,715291.7,22776.7,161,0,319007.0,0.0,388980.85,7303.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650.0,4859,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
382,3965,31,MONTHLY FEE,1993,5,4,3,4783,OWNER,31,1978,16,F,18,10,young adult,197411.5,174254.30000000002,3965,359,1993-05-04,1998-12-31,2072272.75,77281.4,159,0,139200.0,924800.0,998775.5,9497.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328.0,1452,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
383,10656,8,MONTHLY FEE,1993,5,5,3,13102,OWNER,8,1949,15,M,47,40,adult,165667.3,194115.4,10656,380,1993-05-05,1998-12-31,1967205.8,19523.3,184,0,930000.0,0.0,1022266.55,14939.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179.0,4987,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
384,887,1,MONTHLY FEE,1993,5,5,3,1068,OWNER,13,1926,20,F,70,70,senior,54989.299999999996,56823.4,887,304,1993-05-05,1998-12-31,610854.2,17146.3,137,0,600.0,306952.0,105760.85,4965.35,192576.0,0.0,887.0,1.0,1.0,1.0,3009.0,3009.0,0.0,0.0,0.0,0.0,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597.0,1875,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
385,4743,64,MONTHLY FEE,1993,5,5,3,5722,OWNER,64,1959,7,F,37,30,adult,338364.6,412235.4,4743,429,1993-05-05,1998-12-31,3086252.65,91470.2,194,0,1453479.0,0.0,1614597.6500000001,18176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484.0,4265,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
386,1048,35,MONTHLY FEE,1993,5,5,3,1257,OWNER,35,1928,1,F,68,60,senior,72761.95,78289.4,1048,344,1993-05-05,1998-12-31,814431.95,16962.8,137,0,1100.0,407524.0,157640.85,5491.1,242676.0,0.0,1048.0,1.0,1.0,1.0,3852.0,3852.0,0.0,0.0,0.0,0.0,35,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384.0,3620,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
387,1671,6,MONTHLY FEE,1993,5,5,3,2029,OWNER,5,1923,19,F,73,70,senior,80304.1,81883.4,1671,416,1993-05-05,1998-12-31,892794.4,20726.4,137,0,1100.0,446556.0,245080.85,7481.55,192576.0,0.0,1671.0,2.0,2.0,2.0,3009.0,3009.0,0.0,0.0,0.0,0.0,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616.0,3040,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
388,1236,19,MONTHLY FEE,1993,5,5,3,1491,OWNER,19,1982,21,M,14,10,youth,47553.45,95915.4,1236,328,1993-05-05,1998-12-31,635276.75,15821.7,162,0,291597.0,0.0,337230.85,6448.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
389,1822,30,MONTHLY FEE,1993,5,5,3,2209,OWNER,30,1927,13,F,69,60,senior,63697.4,59067.4,1822,347,1993-05-05,1998-12-31,687167.45,41981.1,137,0,900.0,354280.0,196390.85,7852.6,127744.0,0.0,1822.0,1.0,1.0,1.0,1996.0,1996.0,0.0,0.0,0.0,0.0,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985.0,2804,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
390,3316,28,MONTHLY FEE,1993,5,6,3,4009,OWNER,4,1966,29,M,30,30,young adult,165071.6,198515.4,3316,389,1993-05-06,1998-12-31,2075420.7,38973.6,143,0,941500.0,0.0,506060.85,9939.85,617920.0,0.0,3316.0,1.0,1.0,1.0,9655.0,9655.0,0.0,0.0,0.0,0.0,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244.0,5892,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
391,2037,20,MONTHLY FEE,1993,5,6,3,2473,OWNER,20,1976,17,F,20,20,young adult,165182.9,218919.4,2037,438,1993-05-06,1998-12-31,2136645.6,65985.9,141,0,942100.0,0.0,597200.85,10871.75,586473.0,0.0,2037.0,2.0,2.0,2.0,9297.0,762.0,0.0,0.0,0.0,8535.0,20,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563.0,1542,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
392,10079,62,MONTHLY FEE,1993,5,6,3,12396,OWNER,62,1970,17,F,26,20,young adult,194050.25,249518.0,10079,438,1993-05-06,1998-12-31,2796002.25,22377.2,172,0,1252914.0,0.0,1368934.7,13919.95,158733.6,1500.0,10079.0,1.0,1.0,1.0,2784.8,0.0,2784.8,0.0,0.0,0.0,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719.0,2906,7055.0,1994-04-06,167100.0,60.0,2785.0,C,1994,04,06,timely_payments,0.0,1155.0,classic,1998-08-01 00:00:00,1998.0,8.0,1.0,0.0,F
393,3999,35,MONTHLY FEE,1993,5,6,3,4821,OWNER,35,1939,8,F,57,50,senior,195852.3,152127.4,3999,493,1993-05-06,1998-12-31,1911028.8,105154.7,162,0,1019620.0,0.0,372920.85,15924.95,485163.0,17400.0,3999.0,3.0,3.0,3.0,7701.0,4806.0,0.0,563.0,0.0,2332.0,35,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384.0,3620,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,739.0,classic,1997-12-03 00:00:00,1997.0,12.0,3.0,1.0,F
394,551,77,MONTHLY FEE,1993,5,7,3,664,OWNER,77,1980,19,F,16,10,youth,43096.15,49765.4,551,279,1993-05-07,1998-12-31,542848.5,41511.4,156,0,258957.0,0.0,277080.85,6810.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460.0,3590,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
395,1200,33,MONTHLY FEE,1993,5,7,3,1449,OWNER,41,1949,29,M,47,40,adult,165540.0,285003.4,1200,520,1993-05-07,1998-12-31,2430559.8,57569.6,137,0,925100.0,0.0,1020880.8500000001,13185.95,471393.0,0.0,1200.0,3.0,2.0,3.0,7424.0,3743.0,0.0,3156.0,0.0,525.0,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445.0,5471,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
396,1161,66,MONTHLY FEE,1993,5,8,3,1397,OWNER,66,1921,25,F,75,70,senior,72021.7,83679.4,1161,322,1993-05-08,1998-12-31,780897.6,41844.4,137,0,600.0,402628.0,118480.85,6580.75,252608.0,0.0,1161.0,1.0,1.0,1.0,3947.0,3947.0,0.0,0.0,0.0,0.0,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247.0,2103,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
397,5372,48,MONTHLY FEE,1993,5,8,3,6485,OWNER,48,1962,21,F,34,30,young adult,361063.9,417091.4,5372,348,1993-05-08,1998-12-31,2391688.7,91160.3,163,0,1161808.0,0.0,1212227.6,17653.1,0.0,0.0,5372.0,1.0,1.0,1.0,2612.0,0.0,0.0,0.0,2612.0,0.0,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655.0,1717,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
398,3050,60,MONTHLY FEE,1993,5,8,3,3687,OWNER,49,1972,6,M,24,20,young adult,169754.3,464655.8,3050,609,1993-05-08,1998-12-31,3463030.35,55904.2,142,0,27600.0,911200.0,1746454.9000000001,14499.6,706775.8500000001,56500.0,3050.0,4.0,2.0,4.0,16783.5,9716.0,6907.5,41.0,0.0,119.0,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660.0,2123,5595.0,1994-09-02,82896.0,12.0,6908.0,A,1994,09,02,loan_fully_paid,0.0,577.0,classic,1994-02-15 00:00:00,1994.0,2.0,15.0,0.0,M
399,1784,59,MONTHLY FEE,1993,5,8,3,2161,OWNER,1,1920,6,F,76,70,senior,81334.2,95365.4,1784,357,1993-05-08,1998-12-31,881292.5,32036.1,137,0,400.0,454648.0,306580.85,7208.65,112455.0,0.0,1784.0,1.0,1.0,1.0,1785.0,1785.0,0.0,0.0,0.0,0.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
400,1603,1,MONTHLY FEE,1993,5,9,3,1944,OWNER,31,1957,22,F,39,30,adult,143291.2,136627.4,1603,499,1993-05-09,1998-12-31,1629985.4,63752.6,197,0,836508.0,0.0,482440.85,8702.55,302334.0,0.0,1603.0,3.0,3.0,3.0,10124.0,2359.0,6578.0,0.0,0.0,1187.0,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328.0,1452,5285.0,1994-02-06,78936.0,12.0,6578.0,A,1994,02,06,loan_fully_paid,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
401,1887,68,MONTHLY FEE,1993,5,9,3,2290,OWNER,31,1954,30,F,42,40,adult,121904.9,132011.4,1887,377,1993-05-09,1998-12-31,1304466.0,24790.6,151,0,654988.0,0.0,282580.85,7985.15,358912.0,0.0,1887.0,1.0,1.0,1.0,5608.0,5608.0,0.0,0.0,0.0,0.0,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328.0,1452,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
402,1644,1,MONTHLY FEE,1993,5,9,3,1993,OWNER,1,1975,21,M,21,20,young adult,165141.6,190042.8,1644,528,1993-05-09,1998-12-31,1983851.45,45183.0,139,0,917700.0,0.0,827032.9,10809.7,228308.84999999998,0.0,1644.0,3.0,3.0,3.0,3573.0,2534.0,0.0,17.0,0.0,1022.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
403,1658,73,MONTHLY FEE,1993,5,10,3,2010,OWNER,37,1952,12,M,44,40,adult,39190.15,33419.4,1658,384,1993-05-10,1998-12-31,416966.95,24522.1,131,0,800.0,213328.0,64302.9,5022.05,133514.0,0.0,1658.0,2.0,2.0,2.0,2122.0,1950.0,0.0,0.0,0.0,172.0,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147.0,4166,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
